"SalePrice","LotArea","Bedrooms","GarageArea","OverallCond","OverallQual","housetype","YearBuilt","YearRemodAdd","YrSold","HalfBath","FullBath","Garage"
100000,7446,2,0,5,4,"1Fam",1941,1950,2006,0,1,1
109000,10134,2,240,6,5,"1Fam",1940,1950,2007,0,1,0
129000,9571,3,596,6,5,"1Fam",1956,1956,2010,0,2,0
123000,7200,2,600,5,5,"1Fam",1972,1972,2009,0,1,0
169500,7590,4,264,5,5,"1Fam",1962,1962,2007,0,2,0
67000,8967,2,338,2,5,"1Fam",1920,1950,2007,0,1,0
241000,8125,2,438,5,7,"1Fam",2006,2007,2009,0,3,0
245500,14963,1,500,5,8,"TwnhsE",1996,1996,2008,1,2,0
164990,8767,3,400,5,7,"1Fam",2005,2005,2006,0,2,0
108000,10200,2,240,8,5,"1Fam",1940,1997,2008,0,1,0
258000,12090,4,420,5,8,"1Fam",1998,1998,2006,1,2,0
168000,10364,3,373,5,6,"1Fam",1995,1996,2007,1,2,0
150000,9991,3,490,4,4,"1Fam",1976,1993,2009,0,3,0
115000,10480,3,240,5,6,"1Fam",1936,1950,2008,0,1,0
177000,15576,4,308,7,6,"1Fam",1915,1976,2008,0,2,0
280000,14154,3,947,5,7,"1Fam",2006,2006,2007,1,2,0
339750,10800,3,836,5,8,"1Fam",2007,2008,2008,1,3,0
60000,9571,3,350,3,5,"1Fam",1958,1958,2009,0,1,0
145000,34650,3,572,5,5,"2fmCon",1955,1955,2006,0,2,0
222000,4403,2,484,5,7,"1Fam",2009,2009,2010,1,3,0
115000,8960,2,360,6,5,"1Fam",1927,1950,2010,0,1,0
228000,11228,3,678,5,7,"1Fam",1993,1993,2008,2,2,0
181134,8899,3,396,5,7,"1Fam",2007,2007,2007,0,2,0
149500,7844,3,440,7,6,"1Fam",1978,1978,2006,1,1,0
239000,22420,4,864,6,6,"1Fam",1918,1950,2007,1,3,0
126000,8160,3,240,6,5,"1Fam",1940,1950,2007,1,2,0
142000,8450,3,304,6,5,"1Fam",1968,1968,2010,0,2,0
206300,7060,2,784,5,7,"Duplex",1997,1998,2008,0,4,0
215000,16635,3,529,7,6,"1Fam",1977,2000,2009,1,2,0
113000,21750,2,520,5,5,"1Fam",1954,1954,2008,0,1,0
315000,9200,4,696,5,8,"1Fam",1998,1998,2008,1,3,0
139000,9000,2,297,5,6,"1Fam",1956,1956,2008,0,2,0
135000,3378,3,240,8,7,"1Fam",1946,1992,2009,1,1,0
275000,12800,2,569,5,7,"1Fam",1989,1989,2009,1,3,0
109008,8593,3,352,6,4,"1Fam",1957,1957,2008,0,1,0
195400,6762,2,628,5,7,"1Fam",2007,2007,2007,0,3,0
175000,11457,3,576,5,6,"1Fam",1988,1988,2009,0,3,0
85400,1680,2,264,5,6,"Twnhs",1971,1971,2008,1,1,0
79900,5586,4,0,7,6,"1Fam",1920,1998,2008,0,1,1
122500,1920,2,440,5,5,"TwnhsE",1971,1971,2007,1,2,0
181000,10839,3,470,5,6,"1Fam",1997,1998,2008,1,2,0
81000,1890,1,0,7,4,"Twnhs",1972,1972,2008,0,2,1
212000,10667,3,550,6,7,"1Fam",1996,1996,2009,1,3,0
116000,4400,2,440,8,6,"1Fam",1920,1950,2006,0,1,0
119000,6000,2,180,7,6,"1Fam",1926,2004,2009,0,1,0
90350,4280,2,352,6,5,"1Fam",1913,2002,2007,0,1,0
110000,12354,3,528,8,6,"1Fam",1920,2000,2009,0,1,0
555000,15431,2,672,5,10,"1Fam",2008,2008,2009,0,3,0
118000,12108,4,0,4,4,"Duplex",1955,1955,2008,0,2,1
162900,6240,3,360,7,5,"1Fam",1930,1992,2008,0,2,0
172500,3922,2,648,5,7,"TwnhsE",2006,2007,2007,0,2,0
210000,8750,4,493,5,7,"1Fam",1994,1995,2008,1,3,0
127500,9855,3,480,5,6,"1Fam",1956,1956,2009,0,1,0
190000,16492,2,578,6,6,"1Fam",1966,2002,2010,1,2,0
199900,11214,4,431,5,7,"1Fam",1998,1999,2006,1,2,0
119500,8600,3,198,6,6,"1Fam",1937,1950,2006,0,2,0
120000,6000,2,308,7,3,"1Fam",1948,2002,2007,1,1,0
110000,5684,2,270,8,6,"1Fam",1930,2005,2006,0,1,0
280000,70761,2,576,5,7,"1Fam",1975,1975,2006,0,3,0
204000,9303,3,422,5,6,"1Fam",1996,1997,2007,1,3,0
210000,9000,3,676,5,8,"1Fam",2008,2008,2009,1,2,0
188000,9297,4,560,5,5,"Duplex",1976,1976,2006,0,4,0
175500,9600,3,528,6,7,"1Fam",1973,1973,2007,1,1,0
98000,4571,4,513,5,5,"1Fam",1916,1950,2008,0,1,0
256000,53227,2,529,6,4,"1Fam",1954,1994,2008,0,2,0
161000,5100,3,228,7,8,"1Fam",1925,1996,2008,0,1,0
110000,7015,3,352,4,5,"1Fam",1950,1950,2009,0,2,0
263435,8004,3,552,5,8,"1Fam",2009,2009,2009,1,3,0
155000,7200,3,576,9,7,"1Fam",1936,2007,2009,0,2,0
62383,8281,3,360,5,5,"1Fam",1965,1965,2009,0,1,0
188700,11988,3,240,7,6,"1Fam",1934,1995,2008,1,1,0
124000,8430,3,0,5,5,"1Fam",1978,1978,2009,0,2,1
178740,3072,2,398,5,7,"TwnhsE",2004,2004,2006,0,2,0
167000,10628,2,526,5,7,"1Fam",1970,1970,2007,0,2,0
146500,9480,3,312,7,5,"1Fam",1942,1995,2007,1,1,0
250000,11428,3,866,5,8,"1Fam",2006,2006,2007,0,2,0
187000,9291,3,506,5,6,"1Fam",1993,1993,2008,1,2,0
212000,6820,1,528,5,8,"TwnhsE",1985,1985,2010,1,2,0
190000,11952,3,534,6,7,"1Fam",1977,1977,2007,1,2,0
148000,3675,2,525,5,6,"TwnhsE",2005,2005,2008,0,2,0
440000,14977,2,908,5,8,"1Fam",2006,2007,2007,0,3,0
251000,5330,2,499,5,8,"TwnhsE",2000,2000,2007,0,3,0
132500,8480,2,624,6,5,"1Fam",1963,1963,2007,0,2,0
208900,13125,3,508,5,6,"1Fam",1997,1998,2008,0,3,0
380000,13693,3,694,5,9,"1Fam",2006,2006,2007,1,2,0
297000,10637,3,826,5,8,"1Fam",2007,2008,2009,0,3,0
89471,5925,2,672,7,4,"1Fam",1937,2000,2007,0,1,0
326000,16033,3,772,5,9,"1Fam",2004,2005,2006,0,3,0
374000,11846,2,874,5,9,"1Fam",2003,2004,2006,0,3,0
155000,2500,4,164,8,7,"1Fam",1915,2005,2009,1,2,0
164000,4500,2,402,5,6,"Twnhs",1998,1998,2006,0,3,0
132500,7758,3,264,7,5,"1Fam",1962,2001,2007,0,2,0
147000,9600,3,264,7,5,"1Fam",1950,2007,2009,0,1,0
156000,10289,3,515,7,5,"1Fam",1965,1965,2007,1,2,0
175000,12243,3,487,6,5,"1Fam",1971,1971,2007,0,2,0
160000,10800,3,520,4,5,"2fmCon",1900,1970,2006,0,2,0
86000,1526,1,286,8,4,"Twnhs",1970,2002,2009,0,2,0
115000,2665,3,336,6,5,"TwnhsE",1976,1976,2008,1,1,0
133000,9490,3,240,7,6,"1Fam",1941,1950,2006,0,2,0
172785,15578,3,429,5,6,"1Fam",2006,2006,2006,1,2,0
155000,7931,3,308,6,5,"1Fam",1960,1960,2008,1,1,0
91300,5784,2,273,8,5,"1Fam",1938,1996,2009,0,1,0
34900,7879,2,0,5,4,"1Fam",1920,1950,2009,0,1,1
430000,12692,4,546,5,8,"1Fam",1992,1993,2007,0,4,0
184000,9120,4,240,6,7,"1Fam",1925,1950,2008,0,3,0
130000,7800,3,288,7,5,"1Fam",1967,2004,2009,0,1,0
120000,7535,2,297,7,5,"1Fam",1958,1985,2007,1,1,0
113000,1890,3,264,5,6,"Twnhs",1973,1973,2007,1,1,0
226700,9803,3,603,5,7,"1Fam",2005,2005,2008,1,2,0
140000,9170,2,461,7,5,"1Fam",1965,1965,2007,0,2,0
289000,15602,1,484,8,7,"1Fam",1959,1997,2010,0,3,0
147000,2308,3,440,5,6,"TwnhsE",1974,1974,2009,2,2,0
124500,7596,4,400,5,5,"Duplex",1952,1952,2009,0,2,0
215000,9554,3,471,5,8,"1Fam",1993,1994,2006,1,2,0
208300,7862,2,676,5,6,"1Fam",2009,2009,2009,0,2,0
161000,9600,3,360,9,7,"1Fam",1928,2005,2008,0,2,0
124500,9600,3,270,6,5,"1Fam",1959,1959,2009,0,2,0
164900,14559,2,288,7,5,"1Fam",1951,2000,2009,0,2,0
202665,6792,2,474,5,7,"TwnhsE",2005,2006,2006,0,2,0
129900,9100,3,624,5,5,"1Fam",1958,1958,2006,0,2,0
134000,9187,3,484,5,6,"1Fam",1983,1983,2007,1,1,0
96500,10594,2,200,5,5,"1Fam",1926,1950,2007,0,1,0
402861,12220,3,900,5,10,"1Fam",2009,2009,2009,1,3,0
158000,10448,3,583,6,6,"1Fam",1972,1972,2009,1,2,0
265000,10208,3,889,5,7,"1Fam",1996,1997,2009,1,2,0
211000,9531,3,546,5,6,"1Fam",1998,1998,2007,1,3,0
234000,10918,3,282,9,7,"1Fam",1926,2004,2009,1,1,0
106250,10800,3,0,7,4,"2fmCon",1900,2000,2008,0,2,1
150000,11988,3,336,6,6,"1Fam",1957,1957,2007,1,1,0
159000,5000,3,420,7,6,"1Fam",1947,1950,2006,0,2,0
184750,40094,3,884,5,10,"1Fam",2007,2008,2007,1,4,0
315750,11787,3,834,5,7,"1Fam",1996,1997,2007,1,3,0
176000,7500,3,453,5,7,"1Fam",2005,2005,2006,0,2,0
132000,13300,2,252,7,5,"1Fam",1956,2000,2007,0,1,0
446261,14948,3,858,5,9,"1Fam",2008,2008,2008,1,3,0
86000,9098,2,0,7,4,"1Fam",1920,2002,2007,0,2,1
200624,32668,4,484,3,6,"1Fam",1957,1975,2007,0,4,0
175000,10200,3,600,5,6,"1Fam",1988,1989,2008,0,3,0
128000,6155,3,502,8,6,"1Fam",1920,1999,2008,0,2,0
107500,7200,2,392,7,5,"1Fam",1955,2007,2010,0,1,0
39300,5000,1,0,3,1,"1Fam",1946,1950,2007,0,1,1
178000,9056,3,403,5,8,"1Fam",2004,2004,2006,1,2,0
107500,7000,3,0,7,5,"2fmCon",1910,1991,2008,0,2,1
188000,8924,3,527,5,7,"1Fam",1998,1999,2008,1,2,0
111250,12735,3,576,5,4,"1Fam",1972,1972,2008,0,1,0
158000,11553,3,336,5,5,"1Fam",1968,1968,2006,1,1,0
272000,11423,3,670,5,8,"1Fam",2001,2002,2010,0,3,0
315000,14601,2,765,5,9,"1Fam",2006,2006,2009,0,3,0
248000,11000,4,648,5,8,"1Fam",2000,2000,2007,1,2,0
213250,10140,3,583,5,7,"1Fam",1998,1999,2009,0,3,0
133000,4058,1,367,5,7,"TwnhsE",1998,1998,2007,0,2,0
179665,17104,3,426,5,7,"1Fam",2006,2006,2006,1,3,0
229000,13837,4,786,5,7,"1Fam",1988,1988,2006,1,2,0
210000,8737,3,440,7,6,"1Fam",1923,1950,2007,1,1,0
129500,7244,2,624,7,5,"1Fam",1970,1970,2007,0,2,0
125000,8235,2,720,7,5,"1Fam",1955,1995,2008,0,2,0
263000,9375,4,615,5,7,"1Fam",2003,2004,2009,1,2,0
140000,4043,2,440,6,6,"TwnhsE",1977,1977,2008,0,2,0
112500,6000,3,288,6,5,"1Fam",1957,1957,2008,0,1,0
255500,11146,3,908,5,8,"1Fam",2006,2006,2009,0,2,0
108000,8777,2,520,5,4,"1Fam",1949,2003,2009,0,2,0
284000,10625,3,871,5,7,"1Fam",2003,2004,2008,1,3,0
113000,6380,2,280,6,5,"1Fam",1922,1950,2006,0,1,0
141000,14850,2,299,5,5,"1Fam",1957,1957,2006,0,2,0
108000,11040,3,570,6,4,"1Fam",1920,1950,2006,1,1,0
175000,21872,3,406,5,7,"1Fam",1996,1997,2008,2,2,0
234000,3196,2,420,5,7,"TwnhsE",2003,2004,2006,0,2,0
121500,11341,3,528,6,5,"1Fam",1957,1996,2010,1,2,0
170000,10010,2,418,5,5,"1Fam",1974,1975,2006,0,2,0
108000,13907,3,0,6,5,"1Fam",1940,1969,2008,0,2,1
185000,21780,4,396,7,6,"1Fam",1918,1950,2008,0,2,0
268000,13346,4,590,5,7,"1Fam",1992,2000,2006,1,3,0
128000,6858,4,216,4,6,"1Fam",1915,1950,2010,1,2,0
325000,11198,4,656,5,9,"1Fam",2005,2007,2008,1,2,0
214000,10171,3,532,5,7,"1Fam",2004,2004,2010,0,2,0
316600,12327,1,612,8,8,"1Fam",1983,2009,2009,1,2,0
135960,7032,2,600,5,5,"Duplex",1979,1979,2006,0,2,0
142600,13101,6,576,5,5,"Duplex",1965,1965,2008,0,2,0
120000,7332,2,288,6,6,"1Fam",1959,1959,2006,0,2,0
224500,13159,3,650,5,7,"1Fam",2009,2009,2009,1,2,0
170000,9967,3,400,5,7,"1Fam",2000,2000,2007,1,2,0
139000,10500,3,288,7,5,"1Fam",1971,2005,2007,1,1,0
118500,8480,2,336,5,5,"1Fam",1947,1950,2008,0,1,0
145000,6292,3,216,7,7,"1Fam",1928,1950,2009,1,2,0
164500,11777,3,564,6,5,"1Fam",1966,1966,2006,0,2,0
146000,3604,2,540,5,7,"TwnhsE",2007,2007,2008,0,2,0
131500,12150,4,352,5,5,"1Fam",1954,1954,2008,0,2,0
181900,14585,3,572,6,6,"1Fam",1960,1987,2007,1,1,0
253293,12704,3,1390,5,8,"1Fam",2008,2009,2009,1,2,0
118500,11841,3,0,5,6,"Duplex",1990,1990,2007,0,2,1
325000,13500,3,880,9,10,"1Fam",1893,2000,2008,1,3,0
133000,6120,3,240,7,4,"1Fam",1935,1995,2009,0,1,0
369900,11443,2,880,5,8,"1Fam",2005,2006,2006,0,3,0
130000,10267,2,275,7,6,"1Fam",1918,2000,2008,0,2,0
137000,8740,2,528,6,5,"1Fam",1982,1982,2009,0,2,0
143000,25095,1,452,8,5,"1Fam",1968,2003,2009,0,3,0
79500,9100,2,308,6,5,"1Fam",1930,1960,2008,0,1,0
185900,8320,3,520,5,7,"1Fam",2004,2004,2008,1,2,0
451950,13478,3,842,5,10,"1Fam",2008,2008,2009,1,3,0
138000,6600,2,816,8,5,"1Fam",1982,2003,2008,0,2,0
140000,4435,1,420,5,6,"TwnhsE",2003,2003,2009,0,2,0
110000,7990,3,280,6,5,"1Fam",1975,1975,2008,0,1,0
319000,11302,3,758,5,8,"1Fam",2005,2006,2006,0,3,0
114504,3600,3,216,7,6,"1Fam",1910,1993,2006,0,1,0
194201,3922,2,648,5,7,"TwnhsE",2006,2007,2007,4,0,0
217500,12984,3,621,6,5,"1Fam",1977,1977,2006,0,3,0
151000,1950,3,452,6,6,"Twnhs",1980,1980,2008,1,3,0
275000,10927,3,736,5,8,"1Fam",2005,2005,2006,1,3,0
141000,9000,3,544,6,6,"1Fam",1937,1950,2007,1,1,0
220000,10041,3,506,5,8,"1Fam",1992,1992,2006,1,3,0
151000,3182,2,480,5,7,"TwnhsE",2004,2005,2010,1,2,0
221000,12803,3,530,5,7,"1Fam",2002,2002,2008,0,3,0
205000,13600,3,486,6,7,"1Fam",1965,1990,2009,1,2,0
152000,12464,3,576,5,5,"1Fam",1996,1996,2009,0,2,0
225000,7800,3,230,8,5,"1Fam",1948,2002,2006,0,4,0
359100,12168,4,380,6,8,"1Fam",1934,1998,2007,1,2,0
118500,7943,3,261,5,4,"1Fam",1961,1961,2007,0,2,0
313000,11050,3,736,5,9,"1Fam",2000,2000,2009,1,3,0
148000,10395,3,564,6,6,"1Fam",1978,1978,2007,1,2,0
261500,11885,3,531,5,8,"1Fam",2001,2001,2009,1,3,0
147000,8402,3,0,5,5,"1Fam",2007,2007,2007,0,1,1
75500,1491,1,0,6,4,"TwnhsE",1972,1972,2010,0,2,1
137500,8800,3,480,7,6,"1Fam",1963,1963,2010,0,2,0
183200,7861,3,393,5,6,"1Fam",2002,2003,2006,1,3,0
105500,7227,2,528,6,6,"1Fam",1954,1954,2008,0,1,0
314813,11694,3,774,5,9,"1Fam",2007,2007,2007,0,2,0
305000,12244,4,749,5,8,"1Fam",2003,2003,2008,1,3,0
67000,8248,2,0,3,3,"1Fam",1914,1950,2008,0,2,1
240000,10800,4,624,7,6,"1Fam",1974,1997,2008,1,2,0
135000,7064,3,484,6,5,"1Fam",1977,1977,2009,0,1,0
168500,2117,2,440,5,6,"TwnhsE",2000,2000,2007,1,2,0
165150,10400,4,484,5,6,"1Fam",1972,1972,2006,2,2,0
160000,10000,3,440,6,6,"1Fam",1962,1962,2010,1,1,0
139900,12342,3,286,5,5,"1Fam",1960,1978,2007,0,1,0
153000,9600,3,364,6,6,"1Fam",1955,1972,2010,0,2,0
135000,11606,5,504,5,5,"1Fam",1969,1969,2007,3,1,0
168500,9020,3,520,5,6,"1Fam",1964,1964,2008,1,2,0
124000,9000,3,240,6,5,"1Fam",1880,1991,2006,0,1,0
209500,4590,2,627,5,8,"Twnhs",2006,2006,2007,0,2,0
82500,11900,3,544,5,7,"1Fam",1977,1977,2009,0,2,0
139400,9250,3,260,7,5,"1Fam",1954,2005,2007,1,1,0
144000,6979,0,576,5,6,"Duplex",1980,1980,2010,0,2,0
200000,10896,8,0,7,6,"2fmCon",1914,1995,2007,0,2,1
60000,6120,1,0,3,2,"1Fam",1936,1950,2009,0,1,1
93000,6000,3,256,4,5,"2fmCon",1954,1954,2009,0,2,0
85000,8777,2,0,7,5,"1Fam",1910,1950,2008,0,1,1
264561,3982,1,648,5,8,"TwnhsE",2006,2006,2006,0,3,0
274000,12677,1,588,5,8,"TwnhsE",2003,2004,2008,1,1,0
226000,7050,3,650,5,7,"1Fam",2001,2001,2007,1,3,0
345000,13860,4,538,7,8,"1Fam",1972,1995,2009,1,3,0
152000,10793,4,462,5,5,"1Fam",1969,1969,2007,1,2,0
370878,9187,2,478,5,9,"1Fam",2009,2009,2009,1,3,0
143250,10530,3,576,5,6,"1Fam",1971,1971,2007,1,2,0
98300,7200,3,420,5,5,"1Fam",1950,1950,2008,0,1,0
155000,10452,3,495,5,6,"1Fam",1953,1953,2008,0,1,0
155000,7700,4,442,5,6,"1Fam",1966,1966,2010,1,1,0
84500,1936,1,0,6,4,"Twnhs",1970,1970,2007,0,2,1
205950,8125,3,562,6,7,"1Fam",2007,2007,2008,1,2,0
108000,9084,4,296,5,4,"1Fam",1940,1950,2009,0,2,0
191000,8750,2,512,5,7,"1Fam",1996,1996,2009,1,2,0
135000,10320,3,216,7,6,"1Fam",1906,1995,2008,0,1,0
350000,10437,2,839,6,8,"1Fam",1995,1995,2008,1,3,0
88000,1680,3,264,5,6,"Twnhs",1971,1971,2010,1,1,0
145500,10007,3,312,7,5,"1Fam",1959,2006,2008,1,2,0
149000,7200,3,270,6,7,"1Fam",1931,2000,2008,1,1,0
97500,17503,3,330,5,6,"1Fam",1948,1950,2010,1,1,0
167000,9937,3,480,7,5,"1Fam",1964,1999,2009,0,2,0
197900,12384,3,550,7,7,"1Fam",1976,1976,2007,1,2,0
402000,46589,4,711,7,8,"1Fam",1994,2005,2009,1,3,0
110000,13560,2,576,3,6,"1Fam",1968,1968,2009,0,2,0
137500,10012,3,588,5,4,"1Fam",1972,1972,2008,0,3,0
423000,20896,1,1134,5,8,"1Fam",2005,2006,2006,1,2,0
230500,11194,3,504,5,8,"1Fam",2000,2000,2006,1,2,0
129000,18450,3,596,5,6,"1Fam",1965,1979,2007,1,2,0
193500,8125,3,575,5,6,"1Fam",1994,1998,2008,0,3,0
168000,14175,3,576,6,5,"1Fam",1956,1987,2006,1,2,0
137500,11600,2,252,5,4,"1Fam",1922,1950,2006,0,1,0
173500,8633,3,540,5,6,"1Fam",2005,2005,2009,1,3,0
103600,6629,3,300,6,6,"1Fam",1925,1950,2009,0,3,0
165000,11250,3,546,6,6,"1Fam",1977,1977,2006,1,2,0
257500,14442,3,416,7,6,"1Fam",1957,2004,2007,0,3,0
140000,9200,3,384,6,6,"1Fam",1965,1965,2008,0,2,0
148500,2289,3,440,6,6,"Twnhs",1978,1978,2009,1,2,0
87000,9600,4,779,2,4,"1Fam",1900,1950,2006,0,3,0
109500,9022,2,240,8,5,"1Fam",1924,2006,2009,0,1,0
372500,11844,3,834,5,8,"1Fam",2008,2008,2009,1,2,0
128500,9945,3,572,5,5,"1Fam",1961,1961,2007,0,2,0
143000,8012,2,264,5,6,"TwnhsE",1980,1980,2010,0,2,0
159434,4500,3,281,5,5,"1Fam",1932,2000,2009,0,1,0
173000,2887,2,431,5,6,"1Fam",1996,1997,2008,0,2,0
285000,11248,3,702,5,9,"1Fam",2002,2002,2007,0,3,0
221000,16770,4,486,5,7,"1Fam",1998,1998,2010,1,2,0
207500,5062,3,577,5,7,"TwnhsE",1984,1984,2007,0,3,0
227875,10207,3,578,6,7,"1Fam",2007,2007,2007,0,3,0
148800,5105,2,480,5,7,"TwnhsE",2004,2004,2007,1,2,0
392000,8089,2,567,6,8,"1Fam",2007,2007,2007,0,3,0
194700,7577,2,460,5,6,"TwnhsE",2005,2006,2007,0,2,0
141000,4426,1,420,5,6,"TwnhsE",2004,2004,2008,0,2,0
755000,21535,4,832,6,10,"1Fam",1994,1995,2007,2,3,0
335000,26178,4,628,5,7,"1Fam",1989,1990,2006,1,3,0
108480,5400,2,326,6,5,"1Fam",1921,1968,2006,0,1,0
141500,6120,3,576,6,5,"1Fam",1936,1950,2009,1,1,0
176000,13811,2,551,6,6,"1Fam",1987,1987,2006,0,3,0
89000,6000,2,205,7,5,"1Fam",1921,1950,2006,0,1,0
123500,6420,2,308,7,5,"1Fam",1952,1952,2006,1,1,0
138500,8450,3,336,8,5,"1Fam",1965,2009,2010,0,2,0
196000,4282,2,530,5,7,"TwnhsE",2004,2004,2008,0,2,0
312500,14331,3,765,5,8,"1Fam",2002,2002,2006,0,3,0
140000,9600,3,528,5,7,"1Fam",1969,1969,2006,1,1,0
361919,12438,4,666,5,8,"1Fam",2006,2006,2006,1,2,0
140000,7630,4,672,9,5,"2fmCon",1900,1996,2010,0,2,0
213000,8400,3,606,5,7,"1Fam",2004,2005,2010,0,3,0
55000,5600,3,0,5,4,"2fmCon",1930,1950,2010,0,2,1
302000,115149,2,739,5,7,"1Fam",1971,2002,2007,0,3,0
254000,6240,2,550,5,8,"TwnhsE",2006,2006,2009,0,3,0
179540,9018,3,400,5,7,"1Fam",2007,2007,2007,1,2,0
109900,7162,3,408,7,5,"1Fam",1966,1966,2008,0,1,0
52000,4130,2,0,6,3,"1Fam",1935,2003,2008,0,1,1
102776,8712,2,384,7,4,"1Fam",1900,1950,2010,0,1,0
189000,4671,2,472,5,8,"TwnhsE",1988,1989,2008,0,3,0
129000,9873,3,576,5,4,"2fmCon",1970,1970,2006,0,2,0
130500,13517,3,475,8,6,"1Fam",1976,2005,2010,1,2,0
165000,10140,3,478,5,6,"1Fam",1974,1974,2009,0,2,0
159500,10800,3,704,8,7,"1Fam",1890,1998,2007,1,1,0
157000,10000,3,439,6,5,"1Fam",1973,2000,2008,2,1,0
341000,10542,3,983,5,7,"1Fam",1993,1994,2008,1,3,0
128500,9920,3,300,6,5,"1Fam",1969,1969,2006,1,1,0
275000,6563,2,564,5,8,"1Fam",1985,1985,2006,0,3,0
143000,4426,1,420,5,6,"TwnhsE",2004,2004,2010,0,2,0
124500,8120,3,463,7,4,"1Fam",1970,1970,2009,0,1,0
135000,8172,4,548,6,4,"1Fam",1954,1972,2008,0,2,0
320000,13286,3,768,5,9,"1Fam",2007,2008,2009,0,3,0
120500,6960,3,660,6,4,"1Fam",1970,1970,2009,0,1,0
222000,21695,3,540,9,6,"1Fam",1988,2007,2009,0,3,0
194500,7314,2,632,5,7,"1Fam",2007,2007,2009,0,3,0
110000,11475,4,888,5,5,"Duplex",1958,1958,2009,0,3,0
103000,6240,2,539,5,4,"1Fam",1925,1950,2009,0,1,0
236500,5389,2,608,5,8,"TwnhsE",1995,1996,2010,0,3,0
187500,9590,3,438,5,7,"1Fam",2003,2003,2007,0,3,0
222500,11404,3,541,5,7,"1Fam",1998,1999,2008,1,2,0
131400,10000,3,264,6,5,"1Fam",1961,1983,2009,0,2,0
108000,8978,3,300,5,5,"1Fam",1968,1968,2007,0,1,0
163000,10800,2,320,7,7,"1Fam",1914,1970,2006,1,1,0
93500,8544,2,400,4,3,"Duplex",1950,1950,2006,0,2,0
239900,10463,3,800,5,8,"1Fam",2005,2005,2006,1,2,0
179000,10800,3,0,5,5,"Duplex",1987,1988,2009,0,6,1
190000,9313,3,572,5,7,"1Fam",2004,2004,2009,1,2,0
132000,9600,2,360,7,5,"1Fam",1910,2002,2007,0,2,0
142000,6768,3,288,8,6,"1Fam",1961,1996,2008,1,2,0
179000,8450,3,539,5,7,"1Fam",2000,2001,2007,0,2,0
175000,12886,3,480,6,5,"1Fam",1963,1999,2009,1,2,0
180000,5395,2,462,5,8,"TwnhsE",1993,1993,2008,0,3,0
299800,8963,4,831,9,8,"1Fam",1976,1996,2008,2,3,0
236000,8795,4,554,5,7,"1Fam",2000,2000,2009,1,2,0
265979,11700,4,864,7,7,"1Fam",1880,2003,2009,1,1,0
260400,10593,3,527,5,7,"1Fam",1996,1996,2010,0,3,0
98000,8405,4,240,3,4,"1Fam",1945,1950,2009,0,2,0
96500,8800,3,0,7,4,"1Fam",1910,2004,2010,0,1,1
162000,7750,3,400,5,7,"1Fam",2003,2003,2007,1,2,0
217000,9236,3,576,5,6,"1Fam",1997,1997,2006,0,3,0
275500,10240,3,878,5,8,"1Fam",2005,2005,2006,1,2,0
156000,7930,3,440,8,6,"1Fam",1969,2005,2009,0,2,0
172500,3230,3,440,5,6,"TwnhsE",1999,1999,2009,1,2,0
212000,10769,3,578,5,8,"1Fam",2007,2007,2009,1,2,0
158900,11616,3,440,5,6,"1Fam",1978,1978,2010,1,2,0
179400,2280,3,440,5,7,"Twnhs",1999,1999,2008,1,2,0
290000,12257,4,752,5,8,"1Fam",1995,1995,2007,1,2,0
127500,9100,2,300,6,6,"1Fam",1959,1959,2009,0,1,0
100000,6911,2,440,5,5,"1Fam",1924,1950,2009,0,1,0
215200,8640,3,614,5,7,"1Fam",2009,2009,2010,1,2,0
337000,9430,3,856,5,8,"1Fam",1999,1999,2009,1,3,0
270000,9549,2,481,5,8,"TwnhsE",1995,1996,2006,1,2,0
264132,14587,2,592,5,9,"1Fam",2008,2008,2008,0,2,0
196500,10421,3,496,5,7,"1Fam",1988,1988,2010,1,2,0
160000,12508,4,423,7,6,"1Fam",1940,1985,2008,0,3,0
216837,9100,3,484,5,7,"1Fam",2004,2005,2006,0,2,0
538000,53504,4,841,5,8,"1Fam",2003,2003,2010,1,4,0
134900,7252,2,576,5,5,"1Fam",1982,1982,2009,0,2,0
102000,8877,2,396,5,4,"1Fam",1951,1951,2006,0,1,0
107000,7819,3,672,5,6,"1Fam",1976,1976,2010,0,2,0
114500,10150,2,275,5,5,"1Fam",1958,1958,2007,0,1,0
395000,14226,3,895,5,8,"1Fam",2006,2006,2007,0,2,0
162000,4500,2,412,5,6,"TwnhsE",1998,1998,2009,0,3,0
221500,11210,3,865,5,7,"1Fam",2005,2006,2006,0,2,0
142500,13350,3,440,5,5,"1Fam",1974,1974,2006,0,2,0
144000,8400,4,630,5,5,"Duplex",1977,1977,2007,0,2,0
135000,10530,2,504,5,6,"Duplex",1977,1977,2006,0,2,0
176000,7875,3,402,5,7,"1Fam",1995,1996,2007,0,2,0
175900,7153,3,484,5,6,"1Fam",1992,1992,2006,1,2,0
187100,16285,3,605,5,7,"1Fam",2001,2002,2009,0,2,0
165500,9101,1,602,6,5,"1Fam",1978,1978,2009,0,2,0
128000,6300,3,0,6,6,"1Fam",1914,2001,2008,0,2,1
161500,9790,3,457,5,6,"1Fam",1967,1967,2009,0,2,0
139000,10800,4,416,6,5,"1Fam",1915,1950,2010,0,3,0
233000,10142,4,618,5,7,"1Fam",2004,2004,2010,1,3,0
